label,x_max,x_min,y_max,y_min,size,height,width,ratio
8.0,0.8027539,0.7861914,1.0,0.5115625,1060.3405167968012,62.519996643066406,16.96002197265625,3.68631578095029
5.0,0.80183595,0.78095704,1.0,0.84398437,426.9587236084044,19.970001220703125,21.3800048828125,0.9340503582745725
8.0,0.7900781,0.7641992,1.0,0.57007813,1458.2949676513672,55.029998779296875,26.5,2.0766037275206366
7.0,0.72828126,0.7238379,0.7135937,0.5703125,83.44675946049392,18.339996337890625,4.54998779296875,4.030779239942587
7.0,0.5069043,0.50259763,0.6070312,0.474375,74.88236152939498,16.979995727539062,4.4100341796875,3.85030932543527
6.0,0.47925782,0.4716211,0.62390625,0.498125,125.90213581849821,16.10000228881836,7.82000732421875,2.0588218938051717
6.0,0.47072265,0.46371093,0.625,0.4921094,122.13166336365975,17.009998321533203,7.17999267578125,2.369082962843323
7.0,0.9665625,0.9589258,0.7782031,0.4721875,306.3097024017479,39.17000198364258,7.82000732421875,5.008946968928296
1.0,0.6633594,0.6506836,0.60875,0.50320315,175.36028941627592,13.509994506835938,12.98004150390625,1.040828298027414
8.0,0.6310449,0.6266016,0.6316406,0.5253125,61.925336639396846,13.610000610351562,4.54998779296875,2.991216950380297
1.0,0.44638672,0.4015625,0.9046875,0.6429688,1537.6497955322266,33.5,45.899993896484375,0.729847591604274
1.0,0.4613672,0.43068358,0.7939063,0.6219531,691.5545626648236,22.01000213623047,31.420013427734375,0.7005089984080748
7.0,0.5520996,0.5387012,1.0,0.57734376,742.2503941040486,54.099998474121094,13.719970703125,3.9431569968147766
7.0,0.51845706,0.5125879,0.7038281,0.59132814,86.54410394281149,14.399993896484375,6.010009765625,2.3960017467603687
7.0,0.12963867,0.1259961,0.78367186,0.68492186,47.14714371948503,12.639999389648438,3.7299957275390625,3.3887436643226194
7.0,0.13097656,0.12867187,0.7846875,0.6821875,30.96321448974777,13.120002746582031,2.3600006103515625,5.559321759932758
6.0,0.25384766,0.24628906,1.0,0.7607812,236.9989894592436,30.62000274658203,7.7400054931640625,3.956069898609953
6.0,0.26166016,0.2504785,1.0,0.7558594,357.81288146972656,31.25,11.45001220703125,2.729254732218532
5.0,0.60844725,0.594375,0.8155469,0.6569531,292.5224988097325,20.300003051757812,14.40997314453125,1.4087467650459777
1.0,0.48328125,0.4618457,0.75789064,0.5872656,479.3883536835201,21.840003967285156,21.95001220703125,0.9949882378784803
1.0,0.011933594,0.005361328,0.52617186,0.4675,50.542292428206565,7.509998321533203,6.7300004959106445,1.1158986282536694
1.0,0.51893556,0.4951953,0.786875,0.57601565,656.1276058440562,26.98999786376953,24.310028076171875,1.1102413283604762
1.0,0.52865237,0.48601562,0.99390626,0.6826562,1739.4159349305555,39.840003967285156,43.6600341796875,0.912505102568619
1.0,0.40706053,0.39172852,0.64875,0.55460936,189.18482727045193,12.050003051757812,15.699981689453125,0.7675170130836979
3.0,0.021767579,0.011933594,0.5134375,0.40359375,141.58422294693082,14.060001373291016,10.070000648498535,1.3962264615531481
1.0,0.02272461,0.0107421875,0.58640623,0.45835936,201.10530001373263,16.389999389648438,12.270000457763672,1.3357782215303744
2.0,0.17942382,0.029648438,1.0,0.0,19631.359375,128.0,153.3699951171875,0.8345830610622195
1.0,0.029873047,0.0,0.99828124,0.58375,1623.105333413696,53.05999755859375,30.59000015258789,1.7345536872808716
7.0,0.5083398,0.5050976,0.5803125,0.49375,36.78567456663586,11.079998016357422,3.32000732421875,3.3373414376321353
7.0,0.5130176,0.5092871,0.580625,0.494375,42.17288435669616,11.040000915527344,3.82000732421875,2.890047054500136
7.0,0.085097656,0.07956055,0.6297656,0.5253906,75.75117899780162,13.360000610351562,5.6699981689453125,2.3562618914984026
1.0,0.5116894,0.47548828,0.99890625,0.73796874,1238.1372819060925,33.400001525878906,37.069976806640625,0.9009987165650374
1.0,0.51474607,0.48648438,0.8480469,0.65875,701.2156168639194,24.230003356933594,28.939971923828125,0.8372504099419491
1.0,0.56864256,0.5436328,0.7165625,0.5421875,571.6148652313277,22.31999969482422,25.6099853515625,0.8715350433990953
1.0,0.5999609,0.5798926,0.7203125,0.61875,267.14984130859375,13.0,20.54998779296875,0.6326037821028777
1.0,0.6261328,0.607959,0.7041406,0.6095312,225.3669339660555,12.110000610351562,18.6099853515625,0.6507259614438549
1.0,0.6473047,0.6315918,0.70390624,0.60367185,206.43507401738316,12.830001831054688,16.09002685546875,0.7973884659299975
1.0,0.04669922,0.03753906,0.6203125,0.55515623,78.22924612122006,8.340003967285156,9.380001068115234,0.8891261212788913
1.0,0.065390624,0.056376953,0.60046875,0.51453125,101.52999496459961,11.0,9.229999542236328,1.1917660396042469
1.0,0.13917969,0.11665039,0.6621875,0.53,390.3446576935239,16.920005798339844,23.07000732421875,0.7334200444998267
8.0,0.035263672,0.027939454,0.6589062,0.54414064,110.17496109008789,14.689994812011719,7.5,1.9586659749348958
7.0,0.08139648,0.075742185,0.6421875,0.5149219,94.31907604064327,16.289993286132812,5.790000915527344,2.813469898156164
8.0,0.32575196,0.31953126,0.58265626,0.47078124,91.21835243375972,14.320003509521484,6.3699951171875,2.248039950750244
8.0,0.45957032,0.45250976,0.721875,0.549375,159.6386558166705,22.080001831054688,7.230010986328125,3.0539375213686037
7.0,0.48966798,0.4846875,0.6909375,0.58640623,68.23810656741261,13.3800048828125,5.100006103515625,2.6235272294260907
7.0,0.4931543,0.48905274,0.6845313,0.58390623,54.09578466787934,12.8800048828125,4.199981689453125,3.0666811989100817
7.0,0.9820703,0.9769238,0.69078124,0.54460937,98.60206060484052,18.709999084472656,5.27001953125,3.5502712985268228
7.0,0.721875,0.7066699,1.0,0.7165625,564.8798467162997,36.279998779296875,15.57000732421875,2.330120855040592
7.0,0.49443358,0.48867187,0.77265626,0.6265625,110.32991287228651,18.70000457763672,5.899993896484375,3.1694955801190705
7.0,0.4987793,0.49442384,0.7717969,0.62539065,83.58023034059443,18.73999786376953,4.459991455078125,4.201801293236169
7.0,0.7173145,0.70857424,0.8746875,0.6310156,279.1509025879204,31.19000244140625,8.95001220703125,3.484911720779885
7.0,0.7368164,0.7311914,0.85578126,0.6603906,144.0578565429896,25.01000213623047,5.760009765625,4.342006898232526
7.0,0.7243164,0.71649414,0.88484377,0.690625,199.12884766235948,24.860000610351562,8.010009765625,3.103616766740833
6.0,1.0,0.99151367,0.7909375,0.61015624,201.08665119018406,23.139999389648438,8.69000244140625,2.6628300217029435
7.0,0.48542967,0.4815332,0.575625,0.46554688,56.21896301116794,14.09000015258789,3.989990234375,3.5313370020804014
7.0,0.92685544,0.9152832,0.91445315,0.5228906,593.9208089141175,50.12000274658203,11.8499755859375,4.2295448107133655
1.0,0.62496096,0.60927737,0.63984376,0.5342969,216.97060132445768,13.510002136230469,16.05999755859375,0.8412206843083379
8.0,0.5704297,0.56598634,0.63539064,0.5290625,61.925336639396846,13.610000610351562,4.54998779296875,2.991216950380297
3.0,0.027363282,0.018330079,0.5470312,0.41546875,155.76996612548828,16.839996337890625,9.25,1.8205401446368243
3.0,0.06316406,0.030898437,0.63273436,0.3917969,1018.9535072387662,30.839996337890625,33.040000915527344,0.9334139068802866
1.0,0.046679687,0.02673828,0.7325781,0.5728125,417.5889392433164,20.449996948242188,20.420000076293945,1.0014689947030444
1.0,0.023730468,0.014052735,0.6065625,0.53265625,93.74858046188456,9.459999084472656,9.909998893737793,0.9545913360747704
1.0,0.011259765,0.0,0.73125,0.5746875,231.0612052047727,20.040000915527344,11.529999732971191,1.7380747076880627
1.0,1.0,0.99413085,0.72875,0.53164065,151.6325207091868,25.229995727539062,6.010009765625,4.197995795588414
1.0,0.32038087,0.25918946,1.0,0.925,601.5359395446721,9.599998474121094,62.660003662109375,0.15320775475674336
1.0,0.97861326,0.95166016,0.85078126,0.52953124,1134.911071899347,41.12000274658203,27.5999755859375,1.4898564898562134
1.0,0.524707,0.4849121,1.0,0.6677344,1733.0974502563477,42.529998779296875,40.75,1.0436809516391872
1.0,0.5151465,0.49650392,0.6838281,0.5790625,255.99677515565418,13.409996032714844,19.089996337890625,0.7024619489370001
1.0,0.47542968,0.45128906,0.84421873,0.625,693.6431739013642,28.05999755859375,24.720001220703125,1.1351131137927841
8.0,0.5982715,0.5942383,0.5046875,0.43703124,35.76584165496752,8.65999984741211,4.1300048828125,2.0968497842343274
8.0,0.58675784,0.5822656,0.5528906,0.45835936,55.66043609613553,12.099998474121094,4.60003662109375,2.6304135098915973
8.0,0.6027734,0.596416,0.67828125,0.5019531,146.93091842345893,22.56999969482422,6.510009765625,3.4669686386649166
1.0,0.99067384,0.97904295,0.62179685,0.4934375,195.6818197737448,16.429996490478516,11.9100341796875,1.3795087606465302
1.0,0.52654296,0.5168457,0.6703906,0.5425781,162.4546862365678,16.360000610351562,9.92999267578125,1.6475340057654602
1.0,0.5925293,0.5388379,0.9827344,0.51734376,3275.157419744879,59.56999969482422,54.97998046875,1.083485282951003
1.0,0.4851172,0.47232422,0.69523436,0.5766406,198.85809664917178,15.180000305175781,13.100006103515625,1.1587781093553806
1.0,0.16625977,0.14834961,0.6489844,0.5590625,211.09339702758007,11.510002136230469,18.339996337890625,0.6275902090803956
1.0,0.18208008,0.16328125,0.6474219,0.5486719,243.31998825073242,12.639999389648438,19.25,0.656623344916802
7.0,0.2889844,0.2833789,0.7230469,0.57140625,111.41382381599396,19.410003662109375,5.740020751953125,3.3815215137514687
7.0,0.34269533,0.3354785,0.6765625,0.51671875,151.19969294127077,20.459999084472656,7.3900146484375,2.768600612828094
7.0,0.3504004,0.34421876,0.66015625,0.5108594,120.96604725951329,19.110000610351562,6.329986572265625,3.0189638464764896
7.0,0.42674804,0.422666,0.7415625,0.6419531,53.29490661621094,12.75,4.17999267578125,3.0502445791049135
7.0,0.4375586,0.43325195,0.72085935,0.624375,54.46353849791922,12.349998474121094,4.410003662109375,2.8004508432117476
7.0,0.022705078,0.016708985,0.72046876,0.5253125,153.37720536498819,24.980003356933594,6.1399993896484375,4.068404859949651
7.0,0.017138671,0.011035156,0.730625,0.519375,168.99993225098297,27.039993286132812,6.249999046325684,4.326399585937437
7.0,0.010351563,0.004003906,0.7390625,0.54710937,159.70500973224625,24.56999969482422,6.500000476837158,3.7799996757507563
7.0,0.071025394,0.06393555,0.7753125,0.50703126,249.3084467712324,34.339996337890625,7.260002136230469,4.730025651992522
8.0,0.2419336,0.2384668,0.6896875,0.6158594,33.54751800536178,9.449996948242188,3.5500030517578125,2.661968682974215
1.0,0.3741504,0.35498047,0.6624219,0.55179685,277.9609410278499,14.160003662109375,19.6300048828125,0.7213448874130179
1.0,0.5321875,0.51831055,0.56859374,0.46171874,194.39310492249206,13.680000305175781,14.21002197265625,0.9627008551781012
1.0,0.4312207,0.4046289,0.6596094,0.47039062,659.5108993286267,24.220001220703125,27.230010986328125,0.8894598402058563
1.0,0.4271289,0.40987304,0.6344531,0.53664064,221.2285087981727,12.519996643066406,17.670013427734375,0.7085448290274278
1.0,0.48118165,0.46198243,0.596875,0.46265626,337.75886891479604,17.18000030517578,19.660003662109375,0.8738553970000885
1.0,0.4464551,0.43241212,0.60976565,0.51523435,173.99814685061574,12.100006103515625,14.3800048828125,0.8414465921341924
1.0,0.5092383,0.49543944,0.565,0.48703125,141.01774682768155,9.979999542236328,14.130035400390625,0.7062968534360806
7.0,0.31884766,0.3128125,0.97875,0.69992185,220.56395368650556,35.69000244140625,6.17999267578125,5.7750881455364285
1.0,0.5308301,0.47197264,1.0,0.7272656,2104.026602551341,34.910003662109375,60.27001953125,0.5792266857323406
1.0,0.49319336,0.4681543,0.888125,0.62289065,870.4773829956539,33.94999694824219,25.639984130859375,1.3241036646111328
1.0,0.03341797,0.0,1.0,0.6010156,1747.615451898193,51.06999969482422,34.220001220703125,1.492402041877393
7.0,0.21967773,0.21746093,0.68296874,0.6191406,18.545930749503896,8.169998168945312,2.2700042724609375,3.599111362062823
1.0,1.0,0.97745115,1.0,0.60046875,1180.823959295638,51.13999938964844,23.09002685546875,2.2148090043271735
1.0,0.44163087,0.39592773,0.9360156,0.64921874,1718.0286293334793,36.709999084472656,46.800018310546875,0.7844013829413325
1.0,0.45881835,0.42708984,0.80328125,0.6275,731.0247802734375,22.5,32.489990234375,0.6925209837765538
7.0,0.55966794,0.54657227,1.0,0.58546877,711.5331423096359,53.05999755859375,13.40997314453125,3.956756436923385
7.0,0.51651365,0.5106348,0.7050781,0.5925781,86.68741152947769,14.400001525878906,6.01995849609375,2.3920433230931453
7.0,0.12626953,0.123046875,0.7825,0.67890626,43.75804751587566,13.260002136230469,3.3000030517578125,4.01817874961275
7.0,0.12919922,0.12658203,0.7757813,0.67828125,33.44650802004617,12.480003356933594,2.6800079345703125,4.656703883578062
6.0,0.2422168,0.23256835,1.0,0.75390625,311.22015380859375,31.5,9.8800048828125,3.1882575336372736
6.0,0.25064453,0.23956054,0.999375,0.75078124,361.1571907501202,31.81999969482422,11.350006103515625,2.8035226945797045
5.0,0.6111719,0.5969434,0.83632815,0.67578125,299.413694976829,20.550003051757812,14.57000732421875,1.4104318957752968
7.0,0.47883788,0.4736328,0.60929686,0.5140625,64.97250866401009,12.189994812011719,5.329986572265625,2.2870591973799477
7.0,0.50385743,0.4994336,0.60914063,0.5109375,56.9420832733158,12.569999694824219,4.529998779296875,2.7748351174556554
8.0,0.17988281,0.16222656,1.0,0.6460937,819.0241381225642,45.30000305175781,18.080001831054688,2.5055308884952288
5.0,0.18455078,0.15694337,1.0,0.82804686,622.2225185821299,22.01000213623047,28.269989013671875,0.7785642267347906
7.0,0.28076172,0.26629883,1.0,0.69375,580.5518591003492,39.19999694824219,14.80999755859375,2.64686045984496
7.0,0.38408202,0.37470704,0.9085938,0.59117186,390.0470549315214,40.6300048828125,9.5999755859375,4.232302938595933
1.0,0.99051756,0.98069334,0.5964062,0.48226562,146.97653209534474,14.609996795654297,10.05999755859375,1.4522863162301378
1.0,0.9839453,0.963125,0.74546874,0.51101565,639.8133026855066,30.009994506835938,21.32000732421875,1.40759775784625
1.0,0.9680957,0.9541895,0.63625,0.50804687,233.6782918944955,16.410003662109375,14.239990234375,1.1523886879146878
1.0,0.4158203,0.33977538,1.0,0.8225,1769.2063841186464,22.720001220703125,77.8699951171875,0.29176836580651533
1.0,0.48223633,0.46716797,0.7453125,0.60609376,274.9624647735618,17.81999969482422,15.42999267578125,1.1548935938767033
1.0,0.49200195,0.48552734,0.6209375,0.5484375,61.526487802155316,9.280006408691406,6.6300048828125,1.399698276655681
3.0,0.012880859,0.0068652346,0.49023438,0.41773438,57.164786639405065,9.279998779296875,6.159999370574951,1.5064934622599992
3.0,0.0184375,0.011835937,0.5084375,0.4116406,83.7564126811958,12.390003204345703,6.7599992752075195,1.8328409072152383
1.0,0.011748047,0.007246094,0.5200781,0.4746875,26.78410433616591,5.810001373291016,4.609999656677246,1.2603040793887381
1.0,0.00734375,0.003017578,0.49476564,0.46679688,15.859409204102121,3.5800018310546875,4.430000305175781,0.8081267684952528
1.0,0.022988282,0.0,1.0,0.61828125,1150.1644591003424,48.86000061035156,23.540000915527344,2.075615918014802
1.0,1.0,0.9841113,0.9774219,0.5928906,800.8103811889887,49.220001220703125,16.27001953125,3.0251961975931096
1.0,0.021279298,0.011757812,0.5747656,0.51390624,75.9525163555154,7.790000915527344,9.750000953674316,0.7989743747247182
1.0,0.53027344,0.5161621,0.7074219,0.53328127,322.09078532410786,22.290000915527344,14.45001220703125,1.5425593138724978
1.0,0.524707,0.4849121,1.0,0.6677344,1733.0974502563477,42.529998779296875,40.75,1.0436809516391872
1.0,0.5151465,0.49650392,0.6838281,0.5790625,255.99677515565418,13.409996032714844,19.089996337890625,0.7024619489370001
1.0,0.034052733,0.018085938,0.66796875,0.5290625,290.7029529113788,17.779998779296875,16.349998474121094,1.0874618005279448
1.0,0.68948245,0.5698242,1.0,0.5225,7489.035727163777,61.12000274658203,122.530029296875,0.4988165194876097
1.0,0.51875,0.51230466,0.5774219,0.509375,57.48636328149587,8.710006713867188,6.60003662109375,1.3196906644472188
1.0,0.06683594,0.03347656,0.8567188,0.5878906,1175.4458511108533,34.410003662109375,34.160003662109375,1.0073185003863832
1.0,0.17627929,0.15835938,0.675625,0.58570313,211.20843382261228,11.510002136230469,18.349990844726562,0.6272483857689893
1.0,0.1930664,0.1722461,0.66929686,0.570625,269.27144122926984,12.629997253417969,21.319992065429688,0.5924015925830234
7.0,0.29053712,0.2849414,0.7365625,0.5849219,111.21949051204138,19.409996032714844,5.730010986328125,3.3874273677707296
7.0,0.349834,0.3426074,0.6915625,0.53351563,149.70246228016913,20.229995727539062,7.4000244140625,2.7337741871628642
7.0,0.35664064,0.35045898,0.6717188,0.5224219,120.96663045044988,19.110000610351562,6.33001708984375,3.018949291781971
7.0,0.43857422,0.4344922,0.73960936,0.64,53.29490661621094,12.75,4.17999267578125,3.0502445791049135
7.0,0.45052734,0.4462207,0.7265625,0.62,60.15244725951925,13.639999389648438,4.410003662109375,3.0929678147079382
7.0,0.037421875,0.031660154,0.72015625,0.53101563,142.8390315399156,24.209999084472656,5.900001525878906,4.103388614101445
7.0,0.03209961,0.025507813,0.7210938,0.51523435,177.86249094008235,26.350006103515625,6.749998092651367,3.9037057109990188
7.0,0.025800781,0.01892578,0.7189062,0.54859376,153.4719877319294,21.79999542236328,7.040000915527344,3.096589856157755
7.0,0.07849609,0.07145508,0.76765627,0.52601564,223.00527388305636,30.93000030517578,7.209999084472656,4.2898757604263995
7.0,0.55012697,0.5429883,0.74875,0.53375,201.17110827332363,27.519996643066406,7.30999755859375,3.764706680471248
1.0,0.5353906,0.52967775,0.6103906,0.54546875,48.61328283697367,8.30999755859375,5.8499755859375,1.4205183314900987
1.0,0.99135745,0.98024416,0.593125,0.48046875,164.09964957274497,14.419998168945312,11.3800048828125,1.2671346205417002
1.0,0.47875977,0.45955077,0.77554685,0.6053906,428.4128684448078,21.779998779296875,19.670013427734375,1.1072691363081357
1.0,0.49115235,0.4844336,0.62757814,0.5666406,53.66405908204615,7.8000030517578125,6.8800048828125,1.1337205691879135
3.0,0.017734375,0.011054687,0.5036719,0.40960938,82.35360809936537,12.040000915527344,6.840000152587891,1.7602340127100802
3.0,0.029335938,0.01774414,0.5508594,0.40875,215.91534424514975,18.19000244140625,11.870000839233398,1.532434806683722
1.0,0.01841797,0.011347656,0.5672656,0.49679688,65.30480985183749,9.020000457763672,7.2400007247924805,1.2458562920961878
1.0,0.01133789,0.005576172,0.51890624,0.4832031,26.962996456146357,4.569999694824219,5.899999618530273,0.7745762695426469
1.0,0.017929688,0.0,0.90546876,0.59945315,719.1611902893055,39.16999816894531,18.360000610351562,2.133442095141372
1.0,1.0,0.9884375,0.87,0.56640625,460.1034508300945,38.86000061035156,11.84002685546875,3.282087201719703
1.0,0.038232423,0.020439453,0.6972656,0.56289065,313.3839653930627,17.199996948242188,18.220001220703125,0.9440173323752623
1.0,0.60595703,0.54567385,1.0,0.6078906,3098.2278704345226,50.19000244140625,61.72998046875,0.8130571573210571
1.0,0.524707,0.4849121,1.0,0.6677344,1733.0974502563477,42.529998779296875,40.75,1.0436809516391872
1.0,0.5151465,0.49650392,0.6838281,0.5790625,255.99677515565418,13.409996032714844,19.089996337890625,0.7024619489370001
1.0,0.10957031,0.052109376,1.0,0.6695312,2488.932024658192,42.30000305175781,58.839996337890625,0.7188988049701541
8.0,0.58463866,0.5805664,0.559375,0.4700781,47.66290593566373,11.430000305175781,4.16998291015625,2.7410185009001626
1.0,0.9801367,0.9502637,0.83273435,0.48492187,1361.8651756318286,44.519996643066406,30.5899658203125,1.4553790907966304
1.0,0.5179004,0.512334,0.57289064,0.51203126,44.40310031129047,7.790000915527344,5.70001220703125,1.3666639004593688
1.0,0.5267773,0.51677734,0.66195315,0.5119531,196.6078593749553,19.20000457763672,10.239990234375,1.8750022351763107
1.0,0.423916,0.35654297,1.0,0.78765625,1875.1479556243867,27.18000030517578,68.989990234375,0.39397020079056416
1.0,0.9271289,0.8969336,0.68953127,0.5065625,724.1461790404283,23.420005798339844,30.91998291015625,0.7574391572722087
7.0,0.08874024,0.0818457,0.73710936,0.52585936,190.90254674683092,27.040000915527344,7.060005187988281,3.8300256438242473
7.0,0.39591798,0.3912207,0.860625,0.60148436,159.54865917679854,33.170005798339844,4.810028076171875,6.896010849221204
